1412	758	2
132	183	3
1346	688	3
904	295	4
3605	490	3
1405	974	1
1662	210	1
2489	438	3
2722	978	1
3416	343	1
4194	910	1
1535	155	1
3342	340	2
5015	828	3
1986	874	2
4888	300	2
5120	864	2
4221	583	5
2464	217	4
4466	390	1
730	642	1
4781	915	1
580	627	1
2292	882	1
3668	890	2
1271	40	2
1658	883	1
237	590	4
3411	704	1
2332	793	1
1148	635	5
1527	623	1
4273	375	1
1671	127	2
2437	930	1
4033	180	2
4012	75	3
234	796	4
2055	688	1
5295	626	1
3420	952	2
3973	182	1
2568	52	1
4689	604	1
3856	897	1
263	432	2
2293	529	1
2383	292	3
1013	466	4
1326	247	1
3768	863	1
199	372	1
3469	731	2
1669	904	1
1614	593	3
4156	504	2
4764	907	2
5144	256	1
1856	957	1
3187	493	2
1641	182	2
5297	856	3
555	465	3
4096	674	2
4197	723	1
2370	196	1
1949	774	2
2419	370	1
3148	106	3
4382	526	2
4690	877	1
2491	745	3
2697	320	1
1348	775	1
4751	422	1
603	886	1
996	95	5
3882	265	2
3759	219	2
5338	476	1
4237	560	1
481	876	3
3246	111	1
5187	331	1
4929	933	1
5063	343	3
732	102	1
820	28	1
1704	664	2
804	764	4
3100	694	1
439	746	5
4227	727	4
1115	281	2
4910	234	1
3283	72	1
905	909	2
4421	104	1
2612	468	2
1021	521	1
3394	95	1
2044	749	3
566	782	2
4079	897	3
3625	930	1
1515	718	1
3794	337	1
1700	652	2
2008	143	1
3676	27	4
2436	957	2
4320	50	1
1650	304	3
1000	371	4
3270	834	2
3495	412	1
606	879	3
1980	570	2
1539	940	1
4022	63	2
3528	774	1
4198	677	1
332	426	1
3574	727	2
4417	833	5
3961	228	3
3677	154	1
4200	57	1
650	221	2
1127	602	3
4953	920	3
1892	12	1
4381	466	3
2621	19	5
3203	694	1
4576	959	1
4540	252	1
1929	175	1
5097	350	1
738	58	1
1241	169	3
3079	106	2
1852	31	3
3816	303	1
3690	994	1
4902	716	3
1953	355	2
2573	318	3
2875	676	2
3845	726	1
3347	962	1
4178	398	1
1082	267	1
2854	574	1
2024	55	4
3843	123	1
1822	116	1
2856	797	1
4138	180	4
1400	364	1
3933	397	2
4392	574	1
3110	626	1
181	212	1
83	227	2
1927	577	1
4390	619	1
3757	49	1
1477	925	1
2498	397	2
858	969	1
4506	882	2
5393	990	1
3245	483	2
70	779	1
3957	688	1
686	103	1
5257	263	1
323	624	1
346	67	1
3045	589	3
626	460	1
2206	854	1
3878	719	1
427	826	1
4985	633	3
3860	170	2
2978	729	1
3581	608	1
4236	653	1
3611	859	1
5215	149	3
1581	558	1
625	173	1
1221	519	1
4514	28	3
4818	197	1
1520	87	5
4125	462	2
2541	608	1
2743	114	2
3406	205	2
4493	577	1
2428	519	1
4866	607	3
2990	835	1
2705	92	1
3914	606	4
4743	440	1
3115	879	3
1942	706	1
1110	471	5
4648	179	1
4327	262	1
2500	367	1
705	99	2
904	371	2
1717	365	4
954	837	2
4510	852	2
1516	323	1
3146	927	2
4785	338	2
926	354	1
2299	294	1
1108	144	3
1432	393	2
2264	919	1
1661	363	2
5299	114	4
4140	709	2
1455	422	3
3750	463	3
3512	45	3
92	485	4
5122	995	4
1044	380	1
3522	193	2
4552	740	2
2774	437	3
1317	152	5
3706	713	1
2026	730	1
2268	334	4
2657	272	1
1557	197	2
2051	648	3
4645	780	4
3760	494	1
4694	157	1
869	986	4
4244	958	3
2719	82	1
1090	40	1
1320	415	3
5051	900	2
3377	285	1
1959	72	3
1486	456	2
3593	345	1
1150	595	1
319	255	4
960	530	2
3941	0	5
1057	778	1
3013	96	1
3717	632	4
2850	241	3
4791	239	1
5025	394	4
3979	278	1
792	211	1
1188	595	1
2940	148	3
4449	225	2
4878	280	1
4646	310	1
2711	694	1
4793	431	3
1658	294	1
4803	86	2
1474	388	3
1404	736	1
4713	426	3
3148	444	2
4996	988	2
1061	736	1
2488	560	2
4387	625	1
187	514	2
319	236	3
4283	576	1
2892	3	1
3801	656	3
1277	623	1
2800	714	1
3498	319	1
1580	802	2
2315	808	2
1233	549	1
2997	45	1
1848	432	1
2623	283	1
2366	695	1
3596	765	3
787	380	2
734	838	3
2553	207	1
4957	425	1
4020	765	3
4820	661	2
1773	236	2
3728	487	3
1856	983	2
5216	827	3
4056	479	2
2320	115	2
2657	106	1
4689	796	1
4105	27	2
776	175	2
3289	934	2
5365	225	4
5181	412	1
145	972	2
3623	558	1
42	819	2
1988	536	2
571	369	2
1055	53	1
2342	872	2
4732	860	1
960	441	1
87	511	1
4777	678	1
4393	714	1
4932	650	2
5243	229	2
4696	189	2
4796	702	1
1441	835	1
3837	681	2
1014	102	1
4907	184	1
1134	57	5
4806	192	2
3866	882	1
4212	80	1
4992	557	1
4813	642	4
1147	669	2
1013	159	1
3492	911	2
3602	450	1
3902	970	1
1994	622	1
1616	25	1
2339	929	2
4046	582	3
3668	116	1
677	601	1
2525	269	1
1170	65	3
2449	383	3
1965	364	1
1403	400	2
2778	252	1
2841	235	1
911	317	3
479	324	1
3277	123	2
3158	892	2
1380	496	1
3894	885	2
1893	392	1
4843	117	1
4730	743	1
1447	852	1
3735	101	5
4329	707	1
5141	257	3
1173	144	2
1439	319	5
3602	657	1
1496	943	3
2956	727	3
1586	502	2
2928	428	1
318	681	1
3621	519	1
638	435	4
3312	297	1
453	153	1
44	666	1
3555	990	2
4223	722	1
751	433	2
4299	587	1
31	907	1
3748	553	2
5273	648	2
680	241	1
4972	516	1
5082	666	3
1828	714	1
1082	127	1
3667	549	2
1553	665	1
2216	623	4
3707	237	2
586	474	1
842	508	1
1591	176	4
2034	845	1
106	169	3
5311	482	2
1130	653	3
4506	473	5
4661	845	1
1649	217	1
4140	946	1
4097	218	3
2332	443	1
4784	760	4
4890	799	1
5075	483	5
2131	2	4
3968	253	2
2653	36	2
2263	654	1
4661	280	1
187	907	2
2	191	3
3253	353	1
2285	345	1
2740	606	2
757	252	1
3357	884	2
1088	729	2
1824	303	2
2406	514	1
3407	892	4
5385	451	3
1844	368	2
5115	335	1
3778	449	1
4669	974	1
506	344	3
4934	515	1
881	412	1
349	549	1
2121	972	1
2895	174	1
3889	675	1
1380	382	1
3881	790	4
815	202	1
279	539	5
637	880	1
2344	944	4
2973	719	1
895	535	1
4582	469	1
5156	19	4
3146	2	3
3976	839	1
5375	187	1
3415	840	2
552	735	1
3496	980	3
4747	860	3
921	370	1
1808	482	2
4562	758	1
3319	810	2
482	762	2
3460	587	2
4888	688	4
5035	875	1
1373	67	1
3409	761	1
2269	964	1
1487	250	1
235	962	1
1159	582	5
85	268	2
576	618	1
2974	849	1
5170	630	4
4766	761	3
3029	649	1
4884	506	1
101	127	1
4605	901	3
1473	391	3
3256	420	1
4449	953	2
1199	794	1
3155	95	1
4595	136	3
3878	307	1
4848	378	1
3700	780	3
4341	959	3
2781	909	1
875	636	1
289	188	4
3872	429	1
2625	585	1
3643	176	4
5026	625	2
2890	57	1
928	707	5
3758	472	4
1999	950	1
2575	310	3
4650	143	1
2635	771	2
4569	469	1
530	615	1
2612	582	2
633	299	1
2611	906	1
2573	434	1
5029	242	3
4295	985	1
3665	528	3
0	125	1
152	70	1
5057	985	2
4665	634	1
5256	578	1
1731	145	4
3395	860	1
4272	595	1
113	317	2
5200	612	1
1238	316	1
866	176	1
2466	99	3
196	344	2
1265	404	3
2221	284	1
1558	778	1
2117	363	1
5337	241	1
5175	365	2
15	778	3
2230	429	1
1937	734	1
297	402	2
1243	826	1
641	355	1
1429	819	2
4207	461	2
198	592	1
4193	595	1
2709	446	3
5346	186	3
1077	531	1
315	894	2
1489	661	1
195	104	1
2276	821	1
4412	921	1
230	32	1
239	151	5
5135	216	1
261	871	2
4562	717	1
1678	338	1
3437	350	1
828	808	3
2091	96	2
1969	263	1
3264	684	5
910	135	1
3450	884	4
4484	548	3
3320	160	2
1791	527	1
695	453	2
3931	907	2
1837	74	1
4482	370	1
1677	555	1
1643	513	1
2880	739	3
1474	602	3
2938	188	1
4569	97	1
759	595	2
828	130	4
3499	246	3
321	687	2
2921	708	2
194	124	2
4726	696	2
2428	625	3
3111	78	2
3240	597	1
1249	445	1
499	493	4
4938	622	3
5311	890	1
5366	92	1
2066	912	2
4990	578	1
3851	345	3
3043	788	1
213	512	3
2201	825	3
3735	106	4
4146	262	3
457	525	2
1917	239	1
1399	842	1
2626	407	3
3262	355	1
4868	998	2
599	796	1
2465	107	1
489	568	3
4589	280	5
3074	677	1
2327	871	1
3613	843	4
550	418	1
5223	719	1
1454	696	1
239	440	5
3797	979	1
3511	996	2
2582	994	2
2000	187	1
3390	195	1
66	838	3
316	68	1
4050	703	2
4770	14	1
1103	348	3
1249	374	1
3603	190	4
1523	9	4
1843	478	1
2311	583	1
3234	570	1
2325	342	1
1873	668	1
3904	908	1
5355	177	1
1664	846	3
5301	566	1
4874	651	1
4165	618	1
5167	519	2
1013	236	2
2678	653	1
4042	163	2
3091	937	4
4174	145	1
3151	913	2
242	20	2
1645	883	1
1038	287	2
947	547	3
1037	226	1
2563	535	1
1963	900	2
5215	29	2
2163	565	2
2888	293	1
1650	324	3
1596	290	2
4535	602	3
1374	791	1
465	388	3
3636	894	1
1316	775	1
1552	329	2
5057	186	3
75	238	1
2145	567	1
2063	183	1
4537	426	4
5054	995	3
1665	26	4
4072	478	4
3413	404	1
4119	666	1
871	826	2
4860	789	1
3587	973	1
4031	868	1
2623	160	2
751	375	2
789	867	2
4263	180	1
2132	319	2
433	841	1
5311	187	1
4134	999	4
5329	104	2
3632	453	2
164	732	2
126	259	1
1491	450	2
4673	299	2
4342	513	1
4357	779	2
2488	963	1
4386	160	2
5236	359	2
1609	668	1
5124	77	1
1689	92	1
1169	840	1
1943	763	4
4196	791	3
791	562	3
3387	954	1
2890	999	1
5050	841	1
769	485	1
4171	905	1
3783	450	1
2395	711	2
673	373	1
77	256	1
2275	241	1
2266	623	2
2604	978	2
148	406	3
3311	112	3
4961	307	4
4884	779	1
2660	113	2
2744	792	1
289	380	1
1362	701	3
4296	996	3
5215	398	1
627	881	1
4436	541	2
3006	402	2
1858	54	1
3853	260	2
3279	429	1
780	377	2
4871	108	3
82	443	1
1416	214	1
1101	111	1
4970	692	3
4276	750	1
1737	985	1
2466	206	1
286	887	5
1003	317	1
5208	613	2
227	877	1
2032	587	3
1885	440	2
3718	172	1
3397	426	1
4036	749	1
4775	614	1
2453	175	3
158	686	2
1124	612	1
4757	234	4
5170	749	2
4076	856	2
959	470	4
2008	284	1
4507	943	1
686	835	1
3015	925	2
4690	679	1
2770	371	2
102	119	2
3331	863	1
258	391	1
4293	710	2
533	220	1
4101	237	1
5277	419	1
119	772	1
2353	225	1
2782	626	1
3522	759	2
827	773	1
3397	32	1
45	722	4
908	141	3
4803	646	2
5281	798	1
3479	709	2
4116	696	1
4975	523	4
3687	493	2
5047	94	1
3995	129	3
1382	435	1
1996	560	2
4756	561	1
2799	83	1
1460	111	1
2483	201	1
3941	987	1
3070	720	1
1702	690	3
1131	427	3
469	992	3
2160	248	5
4419	37	1
4762	781	1
5227	404	1
1544	549	2
2738	518	1
2267	122	1
1768	769	2
5342	993	1
4879	892	1
3850	462	1
3013	881	1
3528	232	1
2682	101	1
1438	743	4
522	374	4
3689	868	1
1049	818	4
4235	798	1
1967	6	1
2854	810	1
4194	50	1
4337	790	2
3438	41	1
3037	574	2
3220	268	4
3002	876	1
2016	916	2
3191	907	1
1851	234	3
134	21	1
3806	848	1
206	215	1
5352	902	2
2806	124	3
791	610	1
2366	151	1
5073	223	1
4325	40	2
1456	322	3
2344	125	1
56	717	1
3198	703	2
2427	672	2
4645	92	4
4286	572	2
2056	938	1
2996	184	1
175	330	1
1795	803	1
2715	150	1
374	890	1
2536	841	4
5356	911	1
2640	174	3
820	898	2
4554	585	1
4954	19	4
1814	739	4
3738	16	2
4459	95	1
2901	457	1
5390	351	1
5169	3	1
3092	173	5
185	160	1
4869	530	1
788	350	1
2687	105	1
2123	330	1
4198	46	3
1061	215	1
1017	265	2
4271	623	3
4141	431	2
2957	625	2
1497	317	5
652	765	1
2331	994	3
2787	570	1
231	45	1
432	5	3
2119	943	2
4704	102	1
1161	251	4
1444	184	1
3873	847	1
573	811	5
1410	961	1
1005	627	1
1855	32	1
5214	125	3
3379	568	1
5337	194	3
71	115	2
1779	248	1
2707	750	3
1165	58	2
897	407	1
3441	165	1
2791	224	2
5283	501	1
1149	971	1
3525	780	4
1448	885	4
1484	696	1
1735	369	3
972	492	1
296	325	1
2318	732	1
3895	501	1
2912	405	1
1194	718	1
2319	259	4
1066	824	1
3539	559	2
3733	95	1
4049	25	2
777	578	1
690	230	1
730	300	1
4415	108	1
2537	74	1
1927	425	1
5364	441	3
5148	638	1
1845	595	1
457	726	2
157	292	1
873	942	1
1041	14	1
1925	733	2
2056	232	1
4153	207	2
757	93	1
2608	816	1
2040	727	2
2902	886	4
3448	316	1
4254	3	1
319	915	3
4049	190	2
1234	409	1
4894	388	4
3976	492	1
5057	107	3
4566	68	3
3781	885	1
4421	563	1
3018	891	1
1975	7	2
815	604	1
5078	844	1
538	238	5
1777	553	1
5361	868	2
3811	998	1
1494	139	1
1896	19	1
150	267	2
1853	83	1
2312	316	3
1384	276	1
3438	847	1
2724	290	1
1109	675	1
1887	252	1
1646	270	1
2063	577	1
5111	732	1
1145	502	1
503	243	4
2564	390	2
3	894	1
3523	486	1
3805	678	1
4338	816	1
4940	565	1
4544	698	4
2231	956	2
2922	685	1
1961	530	4
3769	726	1
1251	127	2
3844	35	1
3050	818	1
739	268	3
1951	923	1
1592	813	1
3115	246	2
1670	656	5
1970	999	2
1051	563	1
2892	200	1
3562	731	1
4888	878	3
3916	386	1
244	373	1
2047	286	3
2586	267	1
4587	489	1
2607	968	2
2927	318	1
565	379	2
5053	611	3
392	853	2
2444	742	2
3116	949	1
1532	367	2
4874	494	1
1187	519	1
268	631	3
4215	804	3
1950	327	3
3039	922	1
1829	254	1
2529	442	1
1076	12	1
3275	67	1
5024	999	2
3679	777	1
2287	907	2
3540	538	5
5272	992	1
1508	256	1
4039	478	1
473	38	2
3114	358	1
4515	394	2
3481	424	1
2133	208	2
5378	585	2
1650	812	4
5063	464	2
4819	840	1
3155	446	2
3052	477	1
4964	411	1
1960	126	3
1640	140	1
5141	194	2
2248	151	3
3084	829	1
1236	916	3
5137	2	2
4320	475	1
1376	144	2
5198	963	3
5194	868	2
5182	275	4
4461	334	1
4701	258	1
1336	976	1
4452	926	1
1956	807	4
3245	60	2
1916	721	1
367	573	2
3648	434	1
1461	271	3
2141	971	2
1258	104	4
966	49	4
4017	993	3
2637	302	1
3191	878	2
5190	401	1
2410	419	2
3492	561	1
3362	69	2
2793	122	2
395	417	1
1259	794	1
1838	201	5
4488	285	1
3050	288	1
2826	832	2
3302	560	1
167	229	1
4037	118	4
3099	597	2
3350	691	1
2564	543	2
2100	748	1
4035	548	2
2245	157	1
4933	568	1
4316	298	4
5106	97	1
3276	635	4
1250	919	2
3932	277	2
1916	0	1
3907	712	1
618	743	1
605	526	1
1676	606	5
2191	881	2
2645	144	1
3061	693	2
1175	398	1
1192	314	2
2412	863	2
63	575	3
2133	743	2
1708	431	3
3684	507	1
228	776	1
3033	272	1
5234	978	1
3676	969	2
1713	351	1
217	235	2
965	804	1
5080	223	3
3733	845	2
2373	416	2
1292	762	4
3282	165	2
3030	696	1
21	20	2
4046	542	2
1411	409	1
1674	365	1
4462	265	2
4384	619	1
1230	480	1
5047	119	2
4906	227	1
3098	107	3
1728	911	1
4929	995	1
4256	541	1
350	464	1
3325	450	1
807	491	4
2360	776	1
3247	647	1
3933	302	1
1965	500	1
3819	545	1
599	945	3
4663	215	3
1036	687	2
3379	224	1
981	413	1
2503	889	1
4812	530	1
1024	493	2
3229	252	2
2381	764	3
5226	574	5
328	668	2
1342	929	1
2762	71	1
2678	140	3
2196	13	1
1197	95	1
2793	978	2
674	77	2
1749	965	1
3988	970	1
1934	340	2
3364	484	2
3392	229	2
2962	314	1
5245	892	2
38	362	1
4898	487	1
1794	757	1
3965	670	4
4124	711	1
2220	153	3
3219	307	2
2623	647	2
1310	88	1
3582	773	1
4049	613	2
456	938	5
4541	414	4
2674	722	3
3616	94	1
1502	464	1
238	578	1
8	998	1
4649	547	2
1578	9	1
3107	728	1
2221	300	1
1561	246	3
3939	614	1
299	864	1
3035	961	2
4801	486	1
2672	29	4
301	837	2
1939	740	3
2807	420	4
3234	933	1
4621	492	1
1368	172	2
5277	24	2
2245	796	1
4380	916	1
181	315	1
3472	212	1
4441	184	1
3144	192	2
4424	93	5
1268	906	4
3013	341	1
4999	275	3
358	964	1
2576	944	3
2858	979	2
271	373	2
1116	206	4
3645	809	2
3338	543	1
2638	417	2
634	372	2
1832	189	2
587	166	2
3300	725	2
2885	91	3
2347	997	2
5324	506	2
4193	266	1
4028	726	4
1094	186	2
4045	482	3
2395	669	2
2253	405	2
1400	767	1
3999	673	2
1421	478	1
4104	919	1
147	265	1
4403	581	2
1707	206	1
1207	223	2
2205	221	1
2193	350	2
5310	303	1
2172	303	3
1285	856	2
1897	516	1
2053	257	1
2699	289	2
4001	255	3
271	866	4
1304	149	2
5333	257	4
4245	103	2
78	380	1
925	382	2
3714	182	4
2733	107	1
4105	643	1
1545	279	1
3596	15	3
4161	682	1
1029	244	1
4943	22	1
4939	649	5
1249	407	1
3321	279	2
662	378	1
1871	799	4
4191	729	1
804	258	3
4466	312	4
2265	33	1
3276	277	1
781	589	1
2258	411	3
2856	957	1
1566	823	1
338	415	1
3631	258	1
3472	772	1
2862	45	1
1217	267	2
5366	288	1
3623	902	2
13	475	1
5354	136	2
3360	994	3
2323	647	1
685	527	1
1672	653	1
5101	214	1
2399	436	1
4200	463	1
4189	15	2
5039	568	3
4643	95	4
937	806	3
886	176	2
662	560	1
272	858	3
1205	575	4
4680	362	1
3384	291	3
4395	591	1
3975	800	3
2705	538	2
4599	413	4
4585	128	1
1148	578	3
1427	571	1
4672	751	3
5	295	1
4501	150	2
2888	413	1
4301	515	2
1896	878	1
2464	575	3
854	134	1
5056	797	2
1435	813	3
917	434	3
1446	947	1
1458	736	2
5121	966	2
3954	390	1
707	609	1
887	998	3
1887	73	3
3712	473	5
3749	927	3
1105	39	1
258	159	1
4611	961	3
1351	607	1
345	302	1
1754	215	1
4050	70	2
4841	827	4
879	608	2
5071	920	2
365	51	3
1660	75	1
2868	193	1
4009	807	1
1892	812	1
2644	711	3
4952	586	2
2988	124	1
546	578	1
1212	455	1
3568	177	2
1252	906	3
1885	462	3
5210	211	2
876	604	1
4552	980	1
2286	606	3
3938	993	4
219	192	1
1729	940	1
1714	299	2
4188	15	1
2429	79	1
5294	887	1
622	857	4
4910	524	2
4504	890	1
1998	14	1
2323	986	1
2413	653	1
1653	701	2
5242	247	3
842	120	2
3975	192	2
137	794	3
4432	808	2
4382	762	2
838	523	4
3169	709	1
1683	471	2
2284	847	2
1477	120	2
2219	196	2
3730	603	1
2893	149	3
1852	328	5
3272	667	2
2293	796	1
3038	402	3
1229	963	3
1143	572	1
4660	744	2
3191	741	2
3685	980	2
1901	683	2
4846	811	1
945	671	1
360	968	1
3397	760	1
2230	212	1
412	985	1
5268	770	1
2213	20	1
2504	784	1
1744	356	4
648	806	2
5270	865	3
4619	234	5
914	798	2
1009	953	3
4631	293	1
2655	290	1
2729	398	1
1138	884	5
930	101	1
4871	101	2
1148	881	3
5212	801	2
3944	278	2
3437	826	1
2645	182	3
2020	430	1
3879	655	1
2670	823	2
1303	971	1
761	419	1
579	247	1
4924	718	1
587	925	2
3774	966	2
875	468	1
3960	190	2
83	773	1
2027	170	2
1966	795	3
4325	25	1
4221	261	2
1133	953	2
4447	438	1
1980	848	2
4576	941	3
305	493	1
3469	984	3
1711	58	1
3150	508	1
4796	958	1
5346	55	4
3221	577	3
2159	288	1
231	951	1
3964	963	4
4368	184	1
406	673	2
5096	795	1
1077	772	4
1747	664	1
3894	520	1
4914	896	5
3046	292	2
1021	127	3
4316	825	1
5143	390	1
5030	620	1
4210	427	3
1789	22	1
1729	163	1
2279	893	2
2430	811	3
3499	949	4
639	867	3
3543	136	2
3486	907	3
5006	596	3
5345	908	1
1150	813	2
2582	119	1
4398	837	1
3484	646	1
351	414	1
5209	31	3
4700	602	1
233	539	1
5312	326	1
2915	227	2
3878	972	3
3146	232	5
2536	697	2
3854	454	1
3184	444	5
2965	790	2
2015	85	2
3069	938	3
1475	287	3
3834	376	2
1493	990	1
1662	216	3
2680	79	1
139	169	1
3272	3	2
4385	140	3
4654	55	1
3889	315	2
4415	79	5
2510	542	3
752	732	1
698	711	1
2800	575	5
2912	591	1
2909	406	2
2476	129	1
504	986	4
1090	813	5
440	261	1
3430	698	1
524	457	1
164	533	3
1981	5	1
1766	807	1
3110	733	1
2329	338	3
4568	708	2
3282	299	1
3561	903	2
3721	27	2
945	724	1
3436	176	2
936	232	2
2183	839	1
4725	845	1
2472	21	3
2042	721	3
2165	461	4
740	363	1
5300	944	5
2726	240	2
5383	139	1
1935	61	3
2669	154	1
825	37	1
3206	764	3
2044	370	1
3357	48	2
3150	426	1
5377	84	4
74	861	2
2255	717	1
3706	528	3
1073	898	1
4463	58	1
3480	778	1
807	136	1
1406	371	1
855	957	1
4248	574	2
1338	47	2
2396	637	2
4738	725	4
3376	418	1
5125	102	1
3315	392	2
2683	498	1
4835	189	1
3898	927	1
163	657	1
2275	374	1
3446	776	3
4078	689	1
1377	568	1
3073	75	1
4549	288	1
1542	334	1
4245	784	2
446	183	3
1149	893	1
4428	285	3
5330	82	1
2373	275	1
1673	767	1
3150	830	1
606	833	4
731	675	1
457	777	1
4094	930	1
192	768	3
4642	269	2
4361	840	1
5394	477	2
4163	921	1
2886	3	1
350	743	3
3560	99	1
883	484	1
1159	968	1
2040	243	4
1880	575	2
3021	231	1
2950	360	3
4450	457	3
4068	750	1
1503	576	4
3126	494	1
3363	18	3
2024	238	1
1441	615	1
2796	343	2
2228	72	1
1230	332	2
3126	859	1
4366	383	1
3113	654	1
341	991	3
4301	864	2
1801	772	3
69	932	1
3514	623	1
4456	626	2
4758	139	1
4603	661	1
1612	739	1
4173	49	2
2456	925	1
3620	70	1
3551	60	3
4361	231	1
2881	815	1
1757	438	1
1309	113	1
601	443	1
3137	651	2
3353	129	1
2670	460	3
2178	940	1
2951	99	1
46	431	1
4786	738	5
3372	932	3
4246	63	1
2477	75	1
3317	780	1
2113	135	2
1460	297	1
5262	126	3
4647	422	1
5153	109	1
394	29	2
4837	23	1
1816	71	1
4929	915	1
2307	578	1
4713	511	3
3767	783	1
2034	950	3
787	647	3
3437	355	1
1672	103	1
2326	612	3
333	899	1
1686	798	3
2565	874	2
489	965	3
3452	4	2
2257	682	2
295	987	2
1702	437	1
399	959	1
452	497	1
2879	103	1
3406	718	2
359	181	1
4626	760	2
781	689	1
4248	70	2
3712	809	1
230	711	1
3348	60	2
4060	51	4
525	68	1
4413	513	1
3408	45	2
4480	323	1
1231	144	2
5088	217	1
5191	970	2
2747	521	3
2559	702	4
4095	307	1
1810	240	1
4475	436	1
3310	908	1
3457	11	4
603	864	5
4393	922	1
971	251	2
2995	206	1
72	859	2
932	944	3
4804	515	3
4108	816	1
3747	83	1
368	934	1
